Power Generated;Date;max_temp;min_temp;grass_min_temp;rain;pressure;wind_speed_avg;highest_mean_wind;wind_dir_deg;highest_gust;soil_temp;potential_evapotranspiration;evaporation;radiation
0;01/01/2016;10.9;6.2;1.3;24.6;997.6;20.2;32;130;47;7.666;1;1.5;35
2.1;02/01/2016;10.6;6.7;6.9;12.5;993.4;16.9;26;290;35;8.059;0.5;0.6;379
0.4;03/01/2016;10.9;8.1;4.4;11.6;981;21.6;31;250;42;8.497;0.6;0.8;181
1.3;04/01/2016;10;7.9;7.5;6.8;975.2;17.9;25;260;35;8.217;0.7;0.9;161
1.9;05/01/2016;10.4;8.1;6.3;0.1;986.4;12.3;19;320;26;7.618;0.9;1;335
0;06/01/2016;11.2;7.8;5.4;12.1;984.7;15.1;29;160;41;7.774;0.8;1.1;60
1;07/01/2016;8.8;4.8;3.4;8.7;983.7;19.4;32;300;43;6.7;0.6;0.8;343
0.9;08/01/2016;8.8;4;3.6;12.5;988.6;11.6;25;250;37;6.349;0.6;0.8;95
0.3;09/01/2016;8.6;3.7;2;7.3;980.1;12.1;21;170;33;6.093;0.7;0.9;152
1;10/01/2016;8.3;3.1;2.5;7.7;977.8;11;22;210;29;5.501;0.7;0.8;190
0.3;11/01/2016;8.9;4.2;1.1;1.7;987.1;11.4;23;310;32;5.76;0.6;0.8;244
4.5;12/01/2016;8;3;2.6;0.4;1007.3;11.3;27;300;36;4.745;0.8;0.9;442
0.4;13/01/2016;8.2;2.8;0.3;4.8;1010.5;16.4;27;290;37;4.875;0.9;1.2;136
4.6;14/01/2016;7.3;3.7;2;0.5;1015.6;9.9;23;310;34;4.328;0.6;0.7;485
4.6;15/01/2016;8.6;4.2;0.6;3.3;1026.6;10.2;26;310;36;4.586;0.4;0.5;502
0.9;16/01/2016;9.7;3.6;2.1;0.5;1025.7;6.2;13;170;16;6.516;0.3;0.4;249
0.2;17/01/2016;10.1;8.5;3.2;19;1010.8;18;29;170;38;8.028;0.7;1.1;47
0.7;18/01/2016;10.1;7.7;7.9;1.1;1004.3;8.3;16;110;22;8.98;0.3;0.4;201
0.7;19/01/2016;9.2;6.3;6.2;0;1011.1;6.8;16;120;22;7.891;0.4;0.6;195
0.4;20/01/2016;10.9;8.4;5.3;10.7;1007.8;17.9;23;160;32;8.673;0.5;0.8;100
0.2;21/01/2016;11.6;10.2;8.3;5.4;1002.1;18;24;170;32;10.275;0.2;0.5;164
3.5;22/01/2016;12;9.8;8.5;2.3;1008.4;20.1;28;230;36;9.863;0.6;0.8;467
0.1;23/01/2016;11.8;9.6;7.4;6;1015.5;17.8;29;170;39;9.557;0.6;0.8;68
0;24/01/2016;12.4;11.3;8.9;0.1;1010.3;21.3;26;160;34;11.105;0.4;0.7;169
4.8;25/01/2016;12.3;8.9;9.9;0.7;1007.3;23.4;35;200;44;10.165;0.8;1.2;539
0.1;26/01/2016;12.1;10.2;7.8;13.7;1002.3;29.3;46;200;57;10.523;0.7;1.2;117
4;27/01/2016;12.2;5.1;6.7;1.5;1005;21.1;32;290;45;8.733;0.8;1.2;359
0;28/01/2016;11.3;7.6;3.4;1.9;1015.9;24.7;32;230;43;8.042;1.2;1.8;119
2.3;29/01/2016;11.4;7.6;7.3;4.2;1010.6;24;37;230;49;9.39;0.8;1.3;256
1.2;30/01/2016;8.4;4;1.8;1.6;1008.8;17.5;30;270;43;6.566;1.3;1.7;349
0.1;31/01/2016;12;7.7;3.8;2.5;1006.2;24.8;32;260;42;9.58;0.7;1.1;123
2.7;01/02/2016;11.9;7;8.8;1.5;1011.2;28;36;260;47;9.389;1;1.6;516
3.6;02/02/2016;8.7;5.1;4.3;;1017.5;21.2;30;270;44;6.659;1.3;1.8;567
3.7;03/02/2016;10.4;4.7;2.9;1.5;1025.3;15.9;29;290;40;6.22;0.7;1;476
0.3;04/02/2016;10.7;9.4;5;0.6;1022.9;15.3;24;270;31;9.573;0.6;0.8;299
0.4;05/02/2016;10.2;6.4;8;7.3;1008.1;20.6;37;200;46;8.323;0.9;1.3;182
1.8;06/02/2016;9.8;5.5;4.6;9;986.6;25.7;33;260;46;7.491;0.9;1.5;369
0.2;07/02/2016;11.4;4.6;3.5;11.4;982.6;30.5;49;250;69;6.768;1.1;1.9;203
2.6;08/02/2016;8.9;4.1;4.6;3.8;983.5;37.7;54;250;73;6.795;1.4;2.6;543
4.6;09/02/2016;7.4;4.2;1.6;1;991.4;21;32;290;44;5.169;1.4;2.1;596
4.3;10/02/2016;10;6.1;2.9;0.2;999.3;14.1;23;280;31;6.022;1.6;2;885
2.4;11/02/2016;8.8;5.3;3.4;5.8;994.3;11.1;20;250;26;6.418;1;1.3;672
5;12/02/2016;9.5;5;4.2;1.2;984.6;7.2;18;70;25;7.247;0.7;0.9;650
2;13/02/2016;8.9;5.6;3.1;11.8;981.3;10.8;23;280;33;7.076;0.8;1;347
7.3;14/02/2016;7.5;3.3;3.7;1;1002;14.5;24;40;30;6.118;0.8;1.2;830
8.6;15/02/2016;8.3;2;-4.1;0;1026.2;8.8;20;190;24;5.011;1;1.3;943
0;16/02/2016;10.3;6.3;3.6;18.4;1020.5;25.1;35;200;43;7.781;0.7;1.2;85
7.4;17/02/2016;7.4;3.2;4.4;2.4;1012.2;10.6;18;290;28;6.698;0.9;1.3;857
8;18/02/2016;8.4;1.4;-2.9;1.2;1013.7;9.2;23;280;34;5.03;0.8;1.2;857
1.4;19/02/2016;10.5;7;0.8;1.7;1010.3;19;27;200;33;8.187;0.8;1.2;433
0.1;20/02/2016;11.1;9.6;8.8;0.3;1009.6;25.4;33;250;41;9.47;0.7;1.2;195
0;21/02/2016;11.1;8.6;10.3;0.8;1008.7;23;29;240;36;10.18;0.5;0.9;229
1.8;22/02/2016;8.7;3.9;6.3;0.1;1011.5;6.2;12;10;15;8.004;0.7;1;410
8.7;23/02/2016;8.7;1.2;-2;0;1016.4;9.3;17;110;22;5.636;0.9;1.4;1065
9.6;24/02/2016;8.4;1.7;0;0;1017.7;9.7;15;40;19;5.09;1.5;2;1148
2.6;25/02/2016;8.3;0.9;-3.3;7;1011.9;8.9;22;170;32;4.768;0.8;1.2;622
2.5;26/02/2016;7.6;3.6;3.8;7.1;1001.9;14.4;28;10;37;6.285;0.8;1.3;629
4.5;27/02/2016;7.7;2.5;1.8;9.7;1008;15.2;28;10;36;5.573;1;1.5;495
7.5;28/02/2016;8.5;0.8;-2;0;1020.9;7.4;13;80;17;5.225;1.1;1.5;1093
0.3;29/02/2016;10.7;6.7;-0.4;4.3;1018.6;18.2;25;200;31;7.287;1.1;1.6;256
3;01/03/2016;10.7;4.7;7.5;4.7;1009.6;25.5;34;270;54;8.969;0.8;1.5;638
5.6;02/03/2016;9.8;4.7;2.8;4.6;1008.8;26.8;43;300;59;6.768;1.7;2.8;851
1.4;03/03/2016;9.9;4.3;4.8;2.2;1004.6;14.9;28;280;38;6.703;1;1.5;479
4.6;04/03/2016;9;2.6;-0.4;1.1;998.6;16;27;350;38;5.457;1.5;2.3;949
6.5;05/03/2016;9;4.8;2.7;0.2;1009;12;23;350;30;5.475;1.6;2.3;963
1.1;06/03/2016;8.9;3.3;-3.8;4.4;1007.8;10.1;23;320;33;5.509;0.9;1.3;594
7;07/03/2016;9.8;5.8;4.2;0.5;1013;10.9;18;320;27;6.798;1.6;2.3;1160
4.2;08/03/2016;10.5;6.1;5.6;8.4;1006.4;13.3;24;310;31;8.036;0.9;1.4;687
4.5;09/03/2016;9.3;5.1;3.7;0.4;1008.5;16;28;320;40;6.679;1.8;2.7;1188
1.2;10/03/2016;9.8;7.3;5;0.5;1020.6;4.6;10;300;13;7.894;0.8;1;356
0.5;11/03/2016;10.6;9.2;8.1;0.4;1022.8;10.5;16;200;20;9.31;0.6;1;377
2.7;12/03/2016;11.7;9.4;8.5;0;1025;11.1;17;200;19;9.765;1.1;1.6;608
5.8;13/03/2016;12.5;7.8;8.6;0;1029.1;8.3;11;90;16;10.377;1.4;2.1;1116
8.4;14/03/2016;9.2;6.3;4.8;0.2;1027.2;14.2;21;100;28;7.997;1.2;1.8;774
3.4;15/03/2016;8.7;2.9;4.8;0;1026.6;12.5;19;90;27;6.79;1.2;1.8;586
4;16/03/2016;11.2;3.7;0.2;0;1027.5;9.9;16;90;22;7.695;1.1;1.6;768
3.5;17/03/2016;9.3;3.7;4.2;0;1026.4;12.6;17;100;23;7.853;1.2;2;1058
11.1;18/03/2016;9.4;2.3;0.6;0;1025.5;8.1;13;120;17;7.186;1.4;2.1;1575
1.5;19/03/2016;8.2;3.5;-1;0.1;1025.7;10.3;16;50;20;6.46;0.9;1.2;241
7.1;20/03/2016;8.3;4.9;4.7;0;1025.7;5.7;10;50;14;7.959;1.4;1.9;1092
3.8;21/03/2016;8.1;5.7;4.2;0;1022.4;3.9;8;200;9;7.857;1;1.3;523
0.8;22/03/2016;8.4;6;3.9;0;1017;3.1;6;200;7;7.629;0.8;1;251
4.5;23/03/2016;11.6;6;2.9;0.4;1013.4;7.9;15;220;21;9.185;1.3;2;1091
2.9;24/03/2016;10.8;6.8;7.6;6.8;1008.4;13.5;25;210;34;9.195;1.2;1.8;665
4.5;25/03/2016;11.3;7.3;2.9;0.3;1004;18.4;33;190;41;8.883;1.5;2.7;1307
2.5;26/03/2016;10;5.7;7.5;13.5;989.7;20.1;32;260;44;8.466;1.2;2.1;745
6.7;27/03/2016;9.6;4.6;2.5;3.7;985.4;18.5;36;250;49;7.734;1.6;2.9;1334
7.2;28/03/2016;8.8;4.9;3.5;4.6;989;11.4;24;250;31;7.707;1.5;2.3;1097
6;29/03/2016;8.3;4.3;1.5;4.2;997.1;16.5;33;230;45;7.005;1.5;2.6;1174
8.3;30/03/2016;10.7;5.8;3.8;0.3;1006.9;8.4;15;250;19;8.406;2.1;3.1;1843
7.8;31/03/2016;10.2;3.2;-2.5;0;1014.4;10.1;26;190;33;8.347;1.8;2.9;1866
1.2;01/04/2016;10.1;7.6;7;11.3;1006.4;19;35;190;43;9.001;0.9;1.5;400
3;02/04/2016;11;6.3;4.4;0.1;1001.2;4.9;14;80;17;9.394;1.1;1.5;778
3.4;03/04/2016;12.5;7.4;7.3;0.4;995.7;5.8;13;130;16;11.472;1.8;2.6;1626
6.3;04/04/2016;12.6;6.2;3.9;0.3;1000.2;6.5;13;350;17;10.618;1.7;2.5;1457
8.5;05/04/2016;10.8;6.8;0.8;0.6;1007.1;11.1;23;230;32;10.298;1.6;2.7;1630
7;06/04/2016;9.4;5.3;5.8;2.5;1009.5;22.2;34;280;48;8.983;1.6;3.2;1650
6.2;07/04/2016;10.9;5.1;3.8;1.5;1015.2;14.7;25;290;35;8.714;2.1;3.5;1822
4;08/04/2016;10.1;3.7;5.5;4.8;1009.5;14.3;27;300;33;8.894;1.1;2;1169
6.9;09/04/2016;7.4;2.3;0.6;1.3;998.8;10.4;23;260;32;7.106;1.7;2.7;1540
1.1;10/04/2016;9.2;2.7;1.2;33.3;991.3;19.5;35;90;46;6.62;0.9;1.5;353
9.8;11/04/2016;11.1;4.8;4.1;0.1;1000.3;10.5;17;100;25;8.903;1.7;2.8;1687
9.9;12/04/2016;11.6;3.7;2.6;1.2;1002.4;10;14;100;18;10.149;1.8;3.2;2170
6.4;13/04/2016;12.3;8.7;7.4;1.2;1002.5;10.9;15;90;21;11.823;1.8;3.1;1850
6.3;14/04/2016;13.1;7.8;7.3;0;1004;12.7;20;80;28;11.328;2.1;3.5;1945
7.2;15/04/2016;11.6;5.1;4.3;0;1004.3;10.5;21;0;27;9.89;2.3;3.4;1581
7.7;16/04/2016;10.2;4;2.1;0;1009.8;11.2;18;0;24;8.113;2.5;3.7;1715
5.6;17/04/2016;9.4;3.5;-2;0;1016.7;7.5;15;240;18;8.158;1.8;2.7;1419
3;18/04/2016;11.4;8.8;6.2;0;1021.8;9.4;15;250;18;9.592;2.1;2.9;1065
9.5;19/04/2016;12.7;7.1;7.5;0;1024.6;9.9;16;90;22;11.54;2.5;4;2327
10.7;20/04/2016;12.7;6.5;5.4;0;1022.4;16.6;24;70;32;10.2;2.9;4.8;2146
2.6;21/04/2016;12.2;9.7;7.6;0;1019.3;13.9;20;80;27;9.392;2.4;3.1;639
1.9;22/04/2016;9.9;5.7;7.4;9.9;1019.1;10.1;16;40;22;9.182;0.9;1.3;403
11.1;23/04/2016;13.1;5.1;2.4;0;1022.3;8;15;30;18;10.697;2.7;4;2281
3.6;24/04/2016;10.8;6.1;2.8;0;1022.9;8.7;17;270;22;9.627;1.9;2.7;1093
9.7;25/04/2016;13.5;6.8;6.3;0;1017.2;12.1;18;10;23;11.695;3.2;5.1;2557
8.8;26/04/2016;10.8;5.1;3.5;0;1016.6;12;23;0;29;9.825;3.1;4.7;2209
8.6;27/04/2016;10.8;4.4;2.2;0;1016.6;10;21;350;29;9.381;2.7;4.1;2129
5.8;28/04/2016;11.6;6.6;5;0.1;1013.5;16.1;26;290;38;10.434;3;5;2255
9.3;29/04/2016;11.2;6;4.6;0;1015;12.2;21;300;31;10.407;3.2;5.1;2489
9.2;30/04/2016;11.8;6.5;2.9;0.2;1020.9;11;17;250;23;10.613;2.4;3.9;2096
0.8;01/05/2016;12.2;10.1;9.3;4.6;1018.1;15.8;22;230;29;11.84;1;1.9;851
9.8;02/05/2016;11.4;8.7;8.2;3.7;1017.4;18.9;26;220;38;12.118;2.3;4.6;2549
6.5;03/05/2016;12.1;8.2;6.4;0;1023.1;12.2;18;260;25;11.7;2.8;4.5;2426
1.1;04/05/2016;12.4;9.7;8;1.5;1018.5;16.1;24;200;29;10.948;1.7;2.6;848
8.7;05/05/2016;12.5;8.9;6.9;0.1;1015.2;8.7;13;240;16;12.483;2.5;3.9;2183
10.4;06/05/2016;13.8;6.2;-0.1;0;1009.8;5.9;11;250;13;13.343;3;4.4;2625
1.8;07/05/2016;11.9;9.5;7.6;1.7;1001.7;11.4;17;40;21;11.443;1.3;1.8;505
5.4;08/05/2016;14.7;10.2;9.9;4.6;997.8;13.8;24;80;34;12.163;1.4;2.3;912
4.1;09/05/2016;15;11.5;10.9;19;1001.6;13;18;80;24;12.722;1.4;2;619
5.8;10/05/2016;16.1;11;10.3;0.9;1003.6;5.4;11;110;14;14.45;1.9;2.7;1356
6;11/05/2016;14.7;10.4;9.8;1.8;1002.7;5.4;13;250;16;15.057;2;2.8;1530
6.6;12/05/2016;18.4;12.5;9;0;1003.8;7;14;50;18;15.532;2.1;2.9;1175
8.5;13/05/2016;18.6;10.8;8.3;0.4;1010.7;5.8;14;250;16;16.54;3.3;4.6;2337
8.2;14/05/2016;14.3;10;6.2;0.1;1018.4;8.5;17;100;21;15.233;2.9;4.5;2462
8.6;15/05/2016;14.6;10.7;7.5;0;1021.6;5.5;13;240;15;16.225;2.9;4.1;2300
7.1;16/05/2016;13.9;10.3;8.9;0;1019.2;5.8;13;240;16;14.658;2.2;3.1;1512
4.8;17/05/2016;13.6;9.3;11.4;7.2;1008.5;12.6;22;230;31;14.25;1.5;2.6;1330
7.3;18/05/2016;14.6;9.2;8;0.6;1004.5;14.7;22;270;29;13.9;3;5;2428
6.2;19/05/2016;14.1;10.2;10.1;2.6;1008;14.8;19;240;27;13.747;1.6;2.9;1325
1.4;20/05/2016;12.4;11;10.4;10.1;1004.3;15.5;27;190;34;12.885;1;1.7;556
8.4;21/05/2016;13.4;9.9;10.4;0.3;1000.1;11.4;19;210;27;14.137;3.1;5.2;2871
6.9;22/05/2016;14.4;8.7;7;0.2;1009.7;10.3;21;260;26;13.97;3.3;5.2;2675
6.9;23/05/2016;13;6.5;3.9;0;1019.4;4.9;11;300;14;14.373;3.3;4.7;2698
9.7;24/05/2016;14.7;5.6;3.8;0;1017.6;14;24;70;31;13.682;2.8;5.1;2766
8.2;25/05/2016;14.1;6.9;8.6;0;1015.9;13.6;21;70;26;13.87;3;5.2;2767
5.3;26/05/2016;14.4;7.3;5.1;0;1014.5;6.5;12;30;15;14.043;3;4.3;2170
6.8;27/05/2016;14.2;7.3;4.3;0;1013.9;5.8;12;130;15;14.57;2.4;3.5;1924
8;28/05/2016;15.6;9.4;7.1;0;1012.8;5.7;11;130;14;15.645;3;4.4;2447
6;29/05/2016;16.5;11.9;9.3;0;1014.2;4.9;13;240;15;16.855;3.3;4.5;2332
6.8;30/05/2016;17.8;10.8;5.9;0;1019.3;5.6;14;230;16;17.55;3.7;5.2;2779
11.9;31/05/2016;21.5;12.1;7.5;0;1023.6;7.6;15;240;18;17.923;4.7;6.5;2960
12;01/06/2016;19.6;11.9;9.9;0;1024.5;6.7;12;240;14;18.372;4.4;6.2;3042
12;02/06/2016;17.7;10.6;8.9;0.1;1021;6;14;60;21;17.985;3.7;5.3;2715
9.7;03/06/2016;16.7;9.3;5.5;0;1016.2;6.4;13;100;17;17.608;3.4;5;2644
11.8;04/06/2016;17.5;9.4;7.8;0.1;1015.9;7.6;14;100;19;17.64;3.8;5.6;3026
3.7;05/06/2016;16.6;13.4;10.7;0;1016.4;10;14;130;20;17.097;2.2;3.3;1356
4.5;06/06/2016;16.9;14.7;13.9;0;1017;9.1;13;100;17;16.735;1.8;2.5;940
3.6;07/06/2016;17.4;13.1;11.8;0.1;1021;4.7;9;170;11;17.095;2;2.7;1275
6.4;08/06/2016;18.4;11.2;6.6;0.1;1021.8;4;9;200;11;18.05;3.5;4.8;2494
4.5;09/06/2016;17.1;12.4;8.2;5.2;1016.4;7.4;12;90;15;17.097;1.6;2.3;908
2.9;10/06/2016;17.5;14;13.6;3.6;1010.3;5.7;12;250;15;17.38;2.3;3.2;1484
4.7;11/06/2016;16.2;13.5;13.3;5.4;1005.6;9.8;15;160;21;17.163;2.1;3.1;1282
4;12/06/2016;16.7;13.4;13.7;4.1;1004.7;12.1;19;260;24;16.79;2.5;3.9;1665
3.4;13/06/2016;15.5;12.7;12.5;2.9;1001.3;19.1;29;270;38;15.82;2;3.7;1580
7.6;14/06/2016;16.4;12.5;11.7;0;997.8;15.2;19;270;26;16.48;3.6;5.9;2702
6.8;15/06/2016;18.3;12.8;11.8;0;997;11.9;20;350;26;16.665;3.6;5.3;2114
7;16/06/2016;17.2;12.1;12.4;0;1004.8;13.5;23;350;30;16.585;3.5;5.2;2064
9.2;17/06/2016;17.1;10.5;5.7;0;1013.9;7.9;14;0;19;16.59;4;5.6;2529
4.5;18/06/2016;14.4;10.3;4.3;2.6;1020;6.8;14;220;17;15.703;1.9;2.8;1330
1.9;19/06/2016;15.1;13.2;13.5;16.4;1015.7;14.4;26;190;36;15.222;0.9;1.5;542
6.3;20/06/2016;16.4;12.4;12.8;0.3;1010.9;10.8;19;270;23;16.147;3;4.7;2209
5.5;21/06/2016;16.3;12.6;12;0;1012;11;18;180;22;16.358;2.5;3.9;1794
7.8;22/06/2016;15.9;12.3;11.1;0.4;1013.4;8.1;12;230;19;17.427;3.4;5.2;2716
4.7;23/06/2016;15.4;12.3;11.2;2;1014.2;10.2;18;220;21;16.612;2.1;3.2;1460
4.7;24/06/2016;17.1;12.3;11.6;0;1017;12.9;20;280;26;16.737;3.4;5.2;2223
4.8;25/06/2016;16.8;11.8;10.1;0;1020.2;10.7;16;260;20;16.275;2.8;4.1;1731
5.6;26/06/2016;16.1;12.6;12.1;0.8;1018.4;11.7;23;250;28;16.638;2.1;3.4;1550
7.5;27/06/2016;15.1;11.6;10;0;1018.5;9.5;16;240;18;16.677;2.8;4.3;2115
5.9;28/06/2016;16.2;11.6;9.4;8.4;1011.1;13.1;23;340;36;16.13;2.9;4.8;2296
7.8;29/06/2016;15.1;11.4;11.9;8.1;1003.6;14.6;25;240;30;15.67;2.2;3.8;1797
2;30/06/2016;13.9;11;7.9;0.9;1005.4;10.7;18;230;23;14.61;1.2;1.9;679
7.9;01/07/2016;14.3;10.6;10.6;2.1;1008.1;17.5;26;260;34;14.76;2.8;5;2373
8.8;02/07/2016;14.6;11.2;9.9;0.1;1012.1;11.7;20;270;26;15.335;2.7;4.4;2139
11.1;03/07/2016;16.3;9.1;2.8;0.4;1015.5;4;11;190;14;17.077;3.6;4.9;2823
4.5;04/07/2016;15.4;12.3;12.6;0.5;1014.6;13.1;24;270;34;16.67;2.2;3.5;1518
8.9;05/07/2016;15.8;10.6;7.1;0;1019.4;4.9;11;230;13;17.145;3;4.2;2215
2.8;06/07/2016;15.6;11.8;9.9;1.8;1017.8;9.4;16;190;21;16.358;1.3;2;779
7.6;07/07/2016;17.1;11.6;10.6;1.3;1013.5;5.5;14;220;16;17.138;2.4;3.3;1653
2.1;08/07/2016;14.9;12.5;11.6;4.7;1013.1;11.2;16;180;21;16.2;1.1;1.8;808
2.8;09/07/2016;16.3;13.2;13.9;29.8;1008;14.7;20;200;25;16.065;1.5;2.7;1222
1.8;10/07/2016;15.2;12.9;12.5;1.2;1000.6;18.6;26;220;35;15.49;1.4;2.5;1003
5.7;11/07/2016;16.2;12.2;12;0.1;1007.1;13.8;20;270;24;15.667;2.7;4.3;1808
3.5;12/07/2016;16.1;11.6;10.9;2.2;1015.1;10;19;260;24;16.298;3.4;5.2;2553
0;13/07/2016;16.1;11.3;10.2;0;1021.7;10.8;17;260;23;16.04;3.1;4.5;1938
0;14/07/2016;15.7;9.8;7.2;6.1;1024.5;6.8;12;190;17;16.265;2.3;3.5;1818
0;15/07/2016;16.3;13.4;13.1;3.2;1022.1;11;19;220;25;16.12;1.4;2.2;954
0;16/07/2016;15;13.1;13.2;0.3;1022.3;10.7;14;230;18;15.967;1.1;1.8;768
0;17/07/2016;15.9;13.1;13.3;0.3;1021;8.9;14;240;15;16.712;2;3.1;1624
0;18/07/2016;18.7;11.4;10.2;0.3;1017.4;5.3;11;100;14;18.542;3.6;5.1;2760
0;19/07/2016;21.1;13.3;14.7;0.7;1010.8;9;15;80;20;19.302;3.2;4.7;2195
0;20/07/2016;16.8;13.1;12.5;0.1;1009.4;10.7;16;220;22;18.683;2.8;4.4;2200
0;21/07/2016;16.8;13.2;13.9;4.4;1011.5;11;20;150;25;17.395;1.2;2;837
0;22/07/2016;16.3;12.9;12.4;0;1016.3;8;14;240;18;17.255;2.6;3.9;1862
0;23/07/2016;17.2;13.4;12.2;2.3;1017.3;9.2;15;250;19;17.443;2.5;3.8;1879
0;24/07/2016;17;13;13.2;2.3;1015.7;10.5;19;250;26;17.502;2.6;4.1;2035
0;25/07/2016;16.4;12.4;11.2;0.7;1018.3;9.3;15;240;19;17.397;2.5;3.9;1922
0.6;26/07/2016;16.5;13.6;13.2;1.7;1017;10.8;15;220;19;17.085;1.5;2.4;1035
6.8;27/07/2016;18.5;13.5;13.6;1.3;1015;9.1;15;230;19;17.923;2.8;4.2;1978
5.7;28/07/2016;17.2;13.2;13.8;1.3;1011.6;12.3;18;260;22;17.812;2.4;4;1985
5.9;29/07/2016;19.1;12.9;12.2;0;1011.5;7.2;12;250;15;17.915;2.7;3.7;1560
6.1;30/07/2016;17.6;12.5;9.5;0;1015.3;6.5;15;300;20;17.577;2.8;3.8;1759
5.5;31/07/2016;16.1;13;8;0.5;1017.8;6.7;12;230;15;17.468;2.6;3.7;1773
1.7;01/08/2016;16.3;13.4;12.6;57.9;1011.1;12.2;23;220;30;16.43;0.9;1.3;351
4.7;02/08/2016;16;14.4;14.6;2.6;1005.5;12.7;22;220;27;17.048;1.5;2.6;1245
3.5;03/08/2016;16.4;13.6;13.5;0.3;1004.3;20.3;27;240;37;16.665;2.5;4.5;2002
8;04/08/2016;18.3;12.6;11.2;0;1011.6;12.4;18;260;22;16.9;3.6;5.6;2657
8.9;05/08/2016;17.1;12.1;7.7;0;1019.4;6.8;13;230;16;17.55;3;4.4;2391
2.7;06/08/2016;16.9;11.9;6.8;0.9;1021.2;9.6;21;230;27;16.745;1.2;1.9;843
5.7;07/08/2016;16;13.2;13;0;1021.4;14.1;20;240;25;17.337;2.7;4.4;2124
8.5;08/08/2016;18.3;12;11.2;0.2;1025.4;10.5;15;260;21;16.903;3.5;5;2157
5.5;09/08/2016;16.9;10.4;3.3;0;1029.6;6.9;14;300;19;16.097;2.8;4;1860
7.5;10/08/2016;17.2;12.7;11.4;0;1027.5;14.3;20;270;28;16.785;2.9;4.6;2037
11;11/08/2016;17.7;13.1;12;0;1024.4;14.4;26;270;30;17.013;3;4.9;2278
4.1;12/08/2016;17.4;13.2;11.7;0.1;1021.5;13.6;20;220;25;16.878;1.8;2.9;1202
5.2;13/08/2016;17.2;12.2;10.1;0.1;1022.1;7.8;13;240;15;17.253;2.7;3.9;2024
5.2;14/08/2016;17.9;12.1;5.1;0;1023;5.9;12;100;15;16.888;2.3;3.2;1532
10;15/08/2016;18.7;14.2;11.7;0;1018.1;9.7;14;90;17;17.96;2.7;4.1;2014
5.4;16/08/2016;19.2;15.9;15.1;0.8;1011.1;12.3;18;90;25;18.21;2;3.1;1300
4.5;17/08/2016;17.5;13.5;15.4;2.7;1008.4;9.4;16;280;21;17.612;1.6;2.3;941
3.4;18/08/2016;16.8;11.8;6;13;1003.6;9;26;110;33;16.285;1.8;2.7;1191
2;19/08/2016;17;14.9;13.5;1.8;992.3;22.9;31;230;40;16.46;1.7;3.2;1350
1.3;20/08/2016;15.6;13.9;13.9;1.1;1001.3;26.9;35;240;47;15.668;1.9;3.2;840
0.4;21/08/2016;16.9;13.6;12.7;7.3;1012.8;16;23;220;31;15.267;1.3;1.8;398
9.4;22/08/2016;17.1;13;14.1;7.4;1015.8;10.1;19;220;25;17.035;2.2;3.5;1902
5.7;23/08/2016;16.5;12.3;12.1;5.1;1018.4;6.4;12;260;14;16.77;2.1;2.9;1503
6.2;24/08/2016;17.7;10.3;6.3;0.1;1018.7;3.8;9;190;11;16.585;2.3;3.1;1755
7;25/08/2016;17.9;10.7;7.7;0.2;1014.8;6.6;12;180;15;16.808;2.3;3.3;1820
8.5;26/08/2016;17.3;13.2;12.1;3.1;1014.2;7.7;15;220;18;16.872;2.5;3.6;1868
4.8;27/08/2016;17.2;13.5;11.3;5;1010.1;12.2;18;90;24;16.663;1.5;2.5;1133
8.7;28/08/2016;19.9;13.5;11.9;0;1012.7;8.4;14;30;17;17.4;2.9;4.2;2095
1;29/08/2016;17.7;13.4;8.8;0.1;1020.7;6.7;12;260;15;16.927;1.5;2.1;960
2.1;30/08/2016;18.5;14.5;14.6;1;1017.9;12.3;20;180;26;17.118;1.8;2.6;1079
6.2;31/08/2016;18.1;12.8;12.9;0.3;1018.5;9.8;16;250;21;16.94;2.3;3.4;1651
1.6;01/09/2016;16.4;13.2;5.5;4;1018.2;14;22;190;28;15.615;1;1.6;523
8;02/09/2016;16.8;13.9;13;0.1;1014.3;9.8;16;220;21;16.692;2.2;3.3;1686
2.4;03/09/2016;18;14.6;13;11.5;1008;16.1;30;220;38;16.51;1.6;2.5;949
2.5;04/09/2016;16.6;14.1;13.3;7.2;1009.3;10;18;250;23;16.17;1.1;1.6;648
1.3;05/09/2016;17;15.6;14.3;1.6;1011.9;12.5;19;220;25;16.895;0.8;1.3;500
1.3;06/09/2016;17.8;15.5;15.6;2.2;1015.9;10.8;15;180;18;17.32;1.1;1.7;775
1.6;07/09/2016;17.2;14.7;15.4;0.6;1008.7;12.8;20;200;30;16.783;1;1.4;324
2;08/09/2016;16.8;12.9;11.7;3.5;1004.7;15.2;24;250;32;15.673;1.4;2.1;703
1;09/09/2016;16.5;12.9;11.8;14.2;1003;17.2;34;180;45;15.195;1.3;1.9;473
6;10/09/2016;16;11.9;6;0;1010;7.5;16;230;20;15.343;2;2.9;1485
1;11/09/2016;17;13.7;11.2;2;1003.8;22.9;32;170;42;15.038;1.5;2.3;543
1;12/09/2016;17;12.4;14.1;11.8;1000.1;11;28;160;36;15.9;1.1;1.6;464
8;13/09/2016;17.2;9.3;4.3;0;1009.4;6.5;17;0;21;15.195;1.9;2.7;1411
